	tweetUrl	time	text	replies	retweets	likes	date	iso_2
0	/pebeldurocsv/status/1212786425302802434	2020-01-02 11:23:10	Amigos ocupo su ayuda actualmente me estoy en costa rica y las cosas no marchan bien voy a regresar a mi pais ayudenme a conseguir empleo tengo esposa y 3 hijos y viven conmigo recalco no pido ayuda , pido trabajo	1	0	0	2020-01-02	CR
1	/RicardoCA30/status/1213240161812779008	2020-01-03 17:26:10	"Siiiii que nadie pague impuestos y que mueran las pequeñas empresas, que todo el capital vaya al extranjero y precaricemos más el empleo en Costa Rica
Genial idea!! https://twitter.com/jchidalgo/status/1213206963603083266 …"	0	0	0	2020-01-03	CR
2	/David80402497/status/1213121820485918720	2020-01-03 09:35:55	El presidentucho que tenemos tiene el valor de desear, feliz año cuando sabe bien que el desempleo está al tope hundidos de delincuencia,familias sin que comer o donde vivir Carlos Alvarado es la escoria más grande y destruye Costa Rica	0	0	0	2020-01-03	CR
3	/Forbes_CA/status/1212927812434313216	2020-01-02 20:45:00	"¿Logrará Carlos Alvarado reducir las brechas y el desempleo en Costa Rica en este 2020?, ¿usted qué opina? #CostaRica
http://bit.ly/2FegrUD "	0	1	2	2020-01-02	CR
4	/RevistaForbesRD/status/1212927812417589248	2020-01-02 20:45:00	"¿Logrará Carlos Alvarado reducir las brechas y el desempleo en Costa Rica en este 2020?, ¿usted qué opina? #CostaRica
http://bit.ly/2FegrUD "	0	0	0	2020-01-02	CR
5	/TicaOnda/status/1213519665059844098	2020-01-04 11:56:48	La transnacional CSS CORP Costa Rica dio a conocer que tiene dispuestos 500 puestos de empleo para sus diferentes areas de tecnologia,servicio al cliente,administrativos e ingenieros con experiencia. Si le interesa optar por uno de estos puestos puede... http://bit.ly/2FjHgXl 	0	0	2	2020-01-04	CR
6	/TicaOnda/status/1213519599632896006	2020-01-04 11:56:33	La transnacional CSS CORP Costa Rica dio a conocer que tiene dispuestos 500 puestos de empleo para sus diferentes areas de tecnologia,servicio al cliente,administrativos e ingenieros con experiencia. http://bit.ly/2FjHgXl pic.twitter.com/U7hUjSHgJt	0	0	0	2020-01-04	CR
7	/ArmandoDiazCR/status/1213425312933044224	2020-01-04 05:41:53	Estos pac-trolls con las estupideces que salen para defender al hijueputa inútil de @CarlosAlvQ y las mierdas de @accionciudadana. CR esta camino a la pobreza lo dice el propio Estado de la Nación en su último informe, desempleo, inseguridad, etc. CR no está para que vengan 1/2	1	0	1	2020-01-04	CR
8	/PedroVindas/status/1213973289812611072	2020-01-05 17:59:21	Datos: “Para suplir un 10./. de la demanda medicinal de cannabis medicinal, Costa Rica tendría que producir 61.865 kg. . En dinero representa billones de dólares “. Y genera empleo. Interesante. Cierto!!?	1	1	9	2020-01-05	CR
9	/venezolanosenCR/status/1213967965827346434	2020-01-05 17:38:12	"Hola a todos, se ha creado el siguiente grupo de Facebook Empleo Venezolanos En Costa Rica
https://www.facebook.com/groups/empleosvenezolanosencr …

APP Telegram : https://t.me/joinchat/B0WKQVRFvzMxy6YUfNrblg …

Hemos… https://www.instagram.com/p/B69OkzCgkD3/?igshid=3ggqy0cmribr …"	0	0	0	2020-01-05	CR
10	/GafaQuinto/status/1213953899373174784	2020-01-05 16:42:18	Si tan solo tuvieran que ser empresarios por 1 día en Costa Rica, sería otra historia. Pero no, ellos viven cómodos desde las mieles de la exigencia egoísta y sin ver la gente que queda sin empleo.	0	0	1	2020-01-05	CR
11	/maviq_/status/1213937666309468165	2020-01-05 15:37:48	"ATENCIÓN 
Grupos de #Telegram de BOLSAS DE #EMPLEO: anuncios de puestos de trabajo en #CostaRica. 

1) https://t.me/joinchat/JnFUeU2bRSbAFVfwRH80BQ …

2) http://t.me/empleosencostarica …"	0	0	0	2020-01-05	CR
12	/jegoncas/status/1213934061363908608	2020-01-05 15:23:28	90 Empleados más que engrosan la lista de desempleo en Costa Rica. ¡ que inicio de año para ellos más dificil !	0	0	0	2020-01-05	CR
13	/Adid_Soto/status/1213932908383264768	2020-01-05 15:18:53	La gran diferencia es que en EEUU quienes perdieron su empleo en los applebee’s cerrados, encontraron trabajo al instante, acá la historia es distinta, en Costa Rica NO HAY trabajo. Muchos ROMANTIZAN el DESEMPLEO!! Seamos serios con el tema y veamos lo malo de la noticia.	0	0	4	2020-01-05	CR
14	/Fernando15SMC/status/1213929259204513804	2020-01-05 15:04:23	Bien Don @CarlosAlvQ estas haciendo grande a Costa Rica  te has esforzado tanto con el empleo, con la pobreza, con la anti-corrupción que por fin estamos viendo tus resultados. Usted merece una reelección... es por vos, es x CR... Buen lema... pic.twitter.com/TKEZ2Bi3nc	5	9	29	2020-01-05	CR
15	/AnafranMorales/status/1213925001310724096	2020-01-05 14:47:28	Don Roberto @rothocha más desempleo en Costa Rica , el gobierno no está enfocado a reducir el desempleo y este cierre de operaciones es otro ejemplo de la triste realidad. Necesitamos ver que el desempleo realmente es un tema que es prioridad	0	0	2	2020-01-05	CR
16	/Adid_Soto/status/1213924746376744965	2020-01-05 14:46:27	Poco relevante la verdad, dado que en EEUU quienes perdieron su empleo en los applebee’s cerrados, encontraron trabajo al instante, acá la historia es distinta, en Costa Rica NO HAY TRABAJO. No ROMANTICE el DESEMPLEO!! Seamos serios con el tema y veamos lo malo de la noticia. https://twitter.com/cambronero/status/1213886940451356677 …	10	17	109	2020-01-05	CR
17	/Adid_Soto/status/1213924594354135045	2020-01-05 14:45:51	Poco relevante la verdad, dado que en EEUU quienes perdieron su empleo en los applebee’s cerrado, encontraron trabajo al instante, acá la historia es distinta, en Costa Rica NO HAY trabajo. No ROMANTICE el DESEMPLEO!! Seamos serios con el tema y veamos lo malo de la noticia.	1	1	15	2020-01-05	CR
18	/igmoc/status/1213920291237384197	2020-01-05 14:28:45	Suave, quién es el encargado de el desarrollo, del empleo y la seguridad? Las municipalidades o el gobierno central? Costa Rica es un país centralizado donde la policía es estatal y las políticas de pobreza se levantan desde los ministerios. O cómo es el asunto,	3	0	4	2020-01-05	CR
19	/soypablocr/status/1213860551706791937	2020-01-05 10:31:22	"#EmpleoCR, les recomiendo aplicar aquellos que anden buscando empleo, entre los beneficios que tienen es seguro privado y seguro dental y funciona desde el dia uno que usted entra.
Amazon contratará 2.000 personas en los próximos seis meses en Costa Rica https://www.elfinancierocr.com/negocios/amazon-contratara-2000-personas-en-los-proximos/RPJFDESM55CJDPIM34WLGWJB2Y/story/ …"	1	10	7	2020-01-05	CR
20	/rivera_ber/status/1213842078419079168	2020-01-05 09:17:58	@luisguillermosr  habla de economía con tal frescura, como que si no fuera por culpa de su paupérrimo manejo que Costa Rica está en la banca rota y con el desempleo en su máxima expresión. @accionciudadana @CarlosAlvQ también ustedes tiene culpa.	0	0	0	2020-01-05	CR
21	/avemujeres/status/1213793299233943552	2020-01-05 06:04:08	"#CostaRica A pesar de que la industria de la tecnología ha sido dominada por los hombres el 45% de las mujeres trabajan como investigadoras en Ciencia y Tecnología. La tasa de empleo del país es del 37,1% en comparación con los hombres, que es del 66,3%.
 https://www.larepublica.net/noticia/mujeres-permiten-a-las-empresas-ser-mas-competitivas-y-organizadas …"	0	0	1	2020-01-05	CR
22	/AtabalNica/status/1213683854210457600	2020-01-04 22:49:14	Ja ja ja si Nicaragua es un paraíso de empleo y prosperidad que hace ese sapo lavando letrinas en Costa Rica?	0	0	1	2020-01-04	CR
23	/aempleosonline/status/1214315198162653184	2020-01-06 16:37:58	Se requiere AGENTE DE VENTAS, Salario: N/E, #EmpleosOnline #Empleo #Trabajo #CostaRica #SanJose http://anuncioempleosonline.blog/2020/01/06/agente-de-ventas/ …	0	0	0	2020-01-06	CR
24	/FedeAlfaroS/status/1214304312664481795	2020-01-06 15:54:43	Ese es el punto. Manejo responsable de recursos y gobierno de Costa Rica no van de la mano. Hoy por hoy darle $ al estado es como dársela a un drogadicto o alcohólico, en nada bueno la gasta. Primero abrir monopolios, cerrar instituciones y cambiar las leyes de empleo público.	0	0	1	2020-01-06	CR
25	/ia_latam/status/1214220694873096193	2020-01-06 10:22:27	"Argentina podría tener un 56% de empleo calificado si maximizara la adopción de #IA
#Bolivia #Chile #Colombia #CostaRica #ElSalvador #Guatemala #Panamá #Paraguay #Perú #Uruguay #Ecuador #Mexico #Brasil #Argentina https://ia-latam.com/2020/01/06/argentina-podria-tener-un-56-de-empleo-calificado-si-maximizara-la-adopcion-de-ia/ …"	0	1	0	2020-01-06	CR
26	/vivianungar/status/1214110660134608896	2020-01-06 03:05:13	Costa Rica no ha podido enfrentar adecuadamente la pobreza, desigualdad ni el desempleo https://www.larepublica.net/noticia/costa-rica-no-ha-podido-enfrentar-adecuadamente-la-pobreza-desigualdad-ni-el-desempleo …	0	0	0	2020-01-06	CR
27	/SoyDavidSegura/status/1214050856187891713	2020-01-05 23:07:34	Preocupante los constantes cierres de empresas en Costa Rica, aumento de desempleo, pobreza y la ceguera de muchos con este pésimo gobierno.	1	1	5	2020-01-05	CR
28	/ransalmo/status/1214024664856616960	2020-01-05 21:23:30	Y aparte que el desempleo está en su mayoría concentrando en el sector con baja calificación y en zonas rurales, Amazon puede generar miles de empleos en Costa Rica y el problema no se resuelve.	6	2	2	2020-01-05	CR
29	/MarcoBrenesW/status/1213977649170784257	2020-01-05 18:16:40	Igual que otro montón de emprendimientos muy buenos. Operar en Costa Rica es muy caro. Si no se cobra acorde a los costos la inversión no se recupera. Y si se cobra se espanta los clientes. Resultado: desempleo galopante y la mitad de la economía en la informalidad. Fatal.	0	0	5	2020-01-05	CR
30	/Zak406/status/1213974510556372993	2020-01-05 18:04:12	Sabían que van a abrir Olive Garden en Costa Rica. #empleo #Economia #oportunidad	1	0	1	2020-01-05	CR
31	/aempleosonline/status/1214693628246970369	2020-01-07 17:41:43	Se requiere, ADMINISTRADOR/A DE REDES, #EmpleosOnline #Empleo #Trabajo, #CostaRica #SanJose http://anuncioempleosonline.blog/2020/01/07/administrador-a-de-redes/ …	0	0	0	2020-01-07	CR
32	/ACNUR_CostaRica/status/1214566195162038275	2020-01-07 09:15:21	"Oportunidades de empleo para trabajar por y #ConLosRefugiados en Costa Rica:

-Asociado/a de protección.
-Asistente principal de protección. 
-Asistente principal de finanzas.
-Asistente principal de compras. 
-Asistente de compras.

Más información: https://bit.ly/2MJap2p pic.twitter.com/8cOdPPwXW8"	0	0	1	2020-01-07	CR
33	/Jovel_Alvarez/status/1214991828421926918	2020-01-08 13:26:40	"En Costa Rica la gente puede estar harta del gobierno, medio mundo en el desempleo, la corrupción por el cielo y la contraloría de paseo. Los precios disparados y los salarios rezagados.
Aún con todo eso, la gente no se va del país.
¿A los ticos nos gusta vivir así?"	21	35	85	2020-01-08	CR
34	/ElRegionalCA/status/1214900813220339714	2020-01-08 07:25:00	#Centroamérica  | 11% de desempleo reporta #CostaRica  en el año 2019 http://bit.ly/2uuzOXj pic.twitter.com/eiK1UDg5oR	0	1	1	2020-01-08	CR
35	/QuAsR/status/1214772837678010368	2020-01-07 22:56:28	Diario Extra - Costa Rica cerró año como el segundo país de América con más desempleo http://www.diarioextra.com/Noticia/detalle/407731/costa-rica-cerro-ano-como-el-segundo-pais-de-america-con-mas-desempleo …	0	0	0	2020-01-07	CR
36	/aempleosonline/status/1214704145191428096	2020-01-07 18:23:30	Se requiere ASESOR EDUCATIVO - Salario: $ 300.00 a $ 500.00 #EmpleosOnline #Empleo #Trabajo #CostaRica #Cartago http://anuncioempleosonline.blog/2020/01/07/asesor-educativo/ …	0	0	0	2020-01-07	CR
37	/ArguelloLuisD/status/1214703503496679430	2020-01-07 18:20:57	Ah pero hay gente que insiste que lo de Applebee’s no es una señal de la contracción económica! En Costa Rica o hacemos algo urgente para reactivar y bajar costos de operación o veremos niveles aún más altos de desempleo! https://twitter.com/nacion/status/1214701384789942274 …	0	1	8	2020-01-07	CR
38	/aempleosonline/status/1214698749244538880	2020-01-07 18:02:04	Se requiere, ASISTENTE DE MERCADEO, Salario: N/E #EmpleosOnline #Empleo #Trabajo #CostaRica #SanJose http://anuncioempleosonline.blog/2020/01/07/asistente-de-mercadeo/ …	0	0	0	2020-01-07	CR
39	/RE_CostaRica/status/1215401463322726401	2020-01-09 16:34:24	Montes de Oca promueve la empleabilidad con un sistema de intermediación de empleo para sus habitantes y empresas https://bit.ly/2NcOkcB  vía @RE_CostaRica	0	0	0	2020-01-09	CR
40	/LeonardWadewitz/status/1215377520733970435	2020-01-09 14:59:16	CompTIA-Costa Rica: Aquí hay un empleo con IBM donde tener la certificación CompTIA Security+ u otra certificación de seguridad cibernética de CompTIA sería una ventaja. #YoEnCompTIA #comptialatam #comptiasecurityplus https://www.linkedin.com/jobs/view/1555963106/?alertAction=markasviewed&savedSearchAuthToken=1%26AQEqLtl59zi8YAAAAW-LrNaO1I8LAufDzXruUjOZCu2s63ZpKjFNDZoa6RC0NCDD8nocGzd30POZHXYyzQ7rNJzz-GSNjyomdLQFuioyhGA3o0wQjwVGXc2az0iRiPoEtp69zYRnN9nK4sE0Pmikp5He67cJaPM5uyUWEaSzpQNsdww0dWn9bEMfF6dRVT2YJxCJcufSxvDx_Pt1EdYcSQBh3lsFhe2fsjRPMIyP5ppAex5vrKUjYi06RUfvF4OFVqUqwChpH_l7goSDTWAhFjpIXbG_IUUkr_UF5rv9K6ECCTJe-kixvg%26AeQeM38F0SvujyK2Ncnp5N8m4HMc&savedSearchId=404651623&refId=fd78b010-2438-4f34-89fa-3290029d2596&trk=eml-job-alert-member-details&midToken=AQHV2kraMcwx4w&trkEmail=eml-email_job_alert_single_02-null-5-null-null-730hg%7Ek573ih8e%7Erg-null-jobs%7Eview …	0	1	1	2020-01-09	CR
41	/acalvo90/status/1215337235492589568	2020-01-09 12:19:11	La situación de desempleo es tan real en Costa Rica, que tengo mi título Universitario pero aquí estoy afiliandome a Uber, porque no hay oferta laboral 	1	0	0	2020-01-09	CR
42	/maupacheco/status/1215318819209711616	2020-01-09 11:06:00	"Estados Unidos tiene su índice de desempleo más bajo registrado en 50 años (3,5%), por el contrario Costa Rica entre 2017 y 2019 la más alta registrada.

¿Y la reactivación económica qué? https://twitter.com/davidbvcr/status/1215045108405501952 … pic.twitter.com/4LhrPqDYxq"	4	8	28	2020-01-09	CR
43	/armandomayorga/status/1215290134150684672	2020-01-09 09:12:01	"¿Cómo pinta el 2020 para encontrar empleo, pedir un préstamo o incluso para los precios de los alimentos?

La periodista Patricia Leitón responde esas preguntas en un reportaje donde economistas analizan la economía del 2020 en Costa Rica.

Hoy en http://nacion.com pic.twitter.com/4rVq17mkts"	0	0	2	2020-01-09	CR
44	/carlgum/status/1215279525153603585	2020-01-09 08:29:52	Que difícil es meterle a un zurdo en la cabeza que el mejor plan contra la pobreza no es la asistencia social sino más bien la generación de empleo...quizá algún día Costa Rica lo entienda.... https://twitter.com/nacion/status/1214945248075321344 …	0	1	5	2020-01-09	CR
45	/oscartmoore/status/1215260739197440003	2020-01-09 07:15:13	El comparar  la infraestructura policial y legal de USA con Costa Rica es ilogico e ignorante. Somos muy chiquitos para el alto indice de criminalidad eso sin contar con el enorme problema de desempleo que dispara la criminalidad.	0	1	12	2020-01-09	CR
46	/empleoenarg/status/1215246954999033857	2020-01-09 06:20:26	Irex tiene empleos disponibles en Costa Rica. ACTUALIZADO - Postulate en el siguiente link : https://empleoenargentina.com/irex-tiene-empleos-disponibles-en-costa-rica-actualizado/ … o haciendo clic en la imagen  #Trabajo #Trabajar #Empleo #Empleador #Argentina #EmpleoenArgentina #TrabajoAR	0	1	0	2020-01-09	CR
47	/Munagropecuario/status/1215197787958194176	2020-01-09 03:05:04	"Promueven el uso y desarrollo del #bambú para lograr un futuro más sostenible en Costa Rica 

El bambú ofrece alternativas para mejorar los medios de vida de las poblaciones rurales y generar nuevas fuentes de empleo e ingresos https://mundoagropecuario.com/promueven-el-uso-y-desarrollo-del-bambu-para-lograr-un-futuro-mas-sostenible-en-costa-rica/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #magcostarica"	0	1	1	2020-01-09	CR
48	/JaviGonz2631/status/1215142187106820098	2020-01-08 23:24:08	Lejos quedaron aquellos años en que Panamá crecía arriba del 7% anual y Costa Rica (sumida ahora en una gran crisis de deficit fiscal y alta tasa de desempleo) lo hacía arriba del 5% anual.	0	0	1	2020-01-08	CR
49	/SandinistaTauro/status/1215117714567712768	2020-01-08 21:46:53	#ElColmoDeUnVendePatria  instaron el odio entre las familias,  destruyeron la  economía, el desempleo, tranqueros que le hicieron el trabajo sucio durmiendo en las calles de Costa Rica mientras ustedes dándose la gran vida con jugosos viáticos y viajando en primera clase 	0	0	0	2020-01-08	CR
50	/HablandoClaroCR/status/1215093113397686272	2020-01-08 20:09:08	De Indonesia a Costa Rica. Del Banco Mundial al Ministerio de Hacienda. Este jueves 9 de enero en #HablandoClaro conversamos con don Rodrigo Chaves acerca de la precaria estabilidad de finanzas públicas y respecto de las posibilidades de reactivación para la generación de empleo. pic.twitter.com/4LbpdzfVoG	0	1	3	2020-01-08	CR
51	/AriasLawFirmCA/status/1215750005723746304	2020-01-10 15:39:23	" ¡Oferta laboral en Arias Costa Rica!

 Si usted es contador y cumple con los requisitos, le invitamos a enviar su currículo a la siguiente dirección: ana.cruz@ariaslaw.com

¡Sea parte de nuestra gran familia!

#OfertaLaboral #Empleo #CostaRica #Contadores #Contaduria pic.twitter.com/een2Rbvk0v"	0	1	1	2020-01-10	CR
52	/venezolanosenCR/status/1215709358060986369	2020-01-10 12:57:52	"Hola a todos, se ha creado el siguiente grupo de Facebook Empleo Venezolanos En Costa Rica
https://www.facebook.com/groups/empleosvenezolanosencr …

APP Telegram : https://t.me/joinchat/B0WKQVRFvzMxy6YUfNrblg …

Hemos… https://www.instagram.com/p/B7Jmd6YgqVT/?igshid=1xyy3pwthgnrr …"	0	0	0	2020-01-10	CR
53	/davidbvcr/status/1215693986729512960	2020-01-10 11:56:47	Ojalá en Costa Rica logremos mejorar en tema de empleo.	0	0	1	2020-01-10	CR
54	/Zaratus54887383/status/1215684489038434310	2020-01-10 11:19:03	Y vienen 80 mil más... Costa Rica con la tasa más alta de desempleo de los últimos años y en que trabajaran si no consiguen empleo... https://twitter.com/manresoto/status/1215638211411808257 …	0	10	17	2020-01-10	CR
55	/Constantine29Cr/status/1215651743654141955	2020-01-10 09:08:56	"Muy lindo y muy todo.
¿Sabían uds que  a los refugiados políticos venezolanos el Gobierno les da dinero para mantenerse? ¿Y saben a cuantos Ticos que han perdido sus empleo el gobierno les da la misma cantidad de dinero para ayudarse? CERO.
#PrimeroAyudemosaCR luego el resto."	0	0	0	2020-01-10	CR
56	/Zaratus54887383/status/1215543872664875009	2020-01-10 02:00:17	"Estados Unidos tiene su índice de desempleo más bajo registrado en 50 años (3,5%), por el contrario Costa Rica tiene la más alta registrada de los últimos 10  años.

Sigue este charlatán ""asesorando"" a la demagoga de Carolina..."	0	0	4	2020-01-10	CR
57	/EvaDelCh1/status/1215502232399110144	2020-01-09 23:14:49	Sí, malvados PAC. Lo peor es que logran que en Estados Unidos los de Macy’s encuentren otro trabajo al día siguiente mientras en Costa Rica la palmamos engrosando el % de desempleo.  #chilazo https://twitter.com/davidbvcr/status/1215045108405501952 …	3	7	56	2020-01-09	CR
58	/JGilustraciones/status/1215450187973496832	2020-01-09 19:48:01	Diario Extra - Costa Rica cerró año como el segundo país de América con más desempleo https://www.diarioextra.com/Noticia/detalle/407731/costa-rica-cerro-ano-como-el-segundo-pais-de-america-con-mas-desempleo?fbclid=IwAR1T7deVkwrIlSMie6-25W0hV6UyQPlvA_zjZK6nYbbxYPHZPdWT0TfCZ3o …	0	0	0	2020-01-09	CR
59	/aempleosonline/status/1216141805521199105	2020-01-11 17:36:15	Se requiere EJECUTIVO/A DE CUENTA #EmpleosOnline #Empleo #Trabajo #CostaRica #Cartago http://anuncioempleosonline.blog/2020/01/11/ejecutivo-a-de-cuenta/ …	0	0	0	2020-01-11	CR
60	/MRodrguezE/status/1216003551803125762	2020-01-11 08:26:53	Soy de Costa Rica, me consta lo que dices Orlenys, con $5 aquí te mueres de hambre. La pobreza, la miseria y el desempleo se profundizan. Tenemos más de 50 años que no se construye vivienda popular, se privatiza la salud pública, aumentan la deserción estudiantil p trabajar. Etc.	20	14	23	2020-01-11	CR
61	/zemogar/status/1216497405211947010	2020-01-12 17:09:17	Diario Extra - Costa Rica cerró año como el segundo país de América con más desempleo http://www.diarioextra.com/Noticia/detalle/407731/costa-rica-cerro-ano-como-el-segundo-pais-de-america-con-mas-desempleo …	0	0	0	2020-01-12	CR
62	/jaga2288/status/1216429130486632448	2020-01-12 12:37:59	Es un poco crudo lo que voy a decir pero en Costa Rica hay trabajo: para gente profesional o técnica, de preferencia con conocimiento en un segundo idioma como Inglés no hay ningún problema en conseguir empleo...	1	0	0	2020-01-12	CR
63	/jccastrog/status/1216404881931718656	2020-01-12 11:01:38	Lo peor es que hay tres Costa Rica.  Los que tienen buen puesto en zona franca (unico sector dinámico), los que están bien cómodos en el sector público (millonadas en pluses, 14 salarios y empleo vitalicio), y todos los demás que estamos emprendiendo y nadando contra corriente.	1	0	5	2020-01-12	CR
64	/CrObservador/status/1216395478084079618	2020-01-12 10:24:16	"https://observador.cr/noticia/feria-de-empleo-rompio-record-de-participantes-en-zona-franca-del-coyol/?twitter …
Costa Rica tiene una tasa de desempleo de más de 11%, que equivale a unas 278 mil personas. Este lunes habrá otra feria laboral.  #RetinaEconómica"	0	1	2	2020-01-12	CR
65	/danielsuchar/status/1216361803971801088	2020-01-12 08:10:27	"+270 puestos de #trabajo
#Empleo #DomingoDeEmpleo #CostaRica #EmpleoCR

En mi Facebook (MURO PRINCIPAL)
https://www.facebook.com/danielsucharzomer/ … pic.twitter.com/hLRgRUbr5Q"	0	8	4	2020-01-12	CR
66	/arielsolano/status/1216270534058692608	2020-01-12 02:07:47	"Esto debe cambiar, @TSECostaRica
@Telenoticias7: «Cualquier persona en busca de empleo (...) debe adjuntar su hoja de delincuencia al día al currículo, pero, ¿qué pasa cuando se quiere ser alcalde?»

#CostaRica #EleccionesCR #Municipales2020 https://www.teletica.com/245671_mas-de-la-mitad-de-alcaldes-que-desean-reelegirse-son-investigados-por-causas-penales …"	0	0	0	2020-01-12	CR
67	/juancandradecr/status/1216195396780875776	2020-01-11 21:09:13	"""Equiparar la cancha y desatar nudos""
""Es por vos, es por Costa Rica""
Dichos que nos llevan a: nada Populismo puro y duro
Acciones se necesitan señor presidente acciones que resulten en  la reactivación económica y mejora de la inseguridad ciudadana 
El desempleo crea crisis"	0	1	1	2020-01-11	CR
68	/Goddess_Spring/status/1216156233092227073	2020-01-11 18:33:35	"Fondo Monetario Internacional
Tasa desempleo 2020

Argentina 10,1%
Brasil 10,8%
Bolivia 4%
Colombia 9,5%
Costa Rica 11%
Chile 6,9%
Ecuador 4,7%
Honduras 3%
México 3,4%
Nicaragua 8,8%
Panamá 5,9%
Perú 6,7%
Paraguay 5,9%
Uruguay 8,1%
Venezuela 50,5%"	0	4	6	2020-01-11	CR
69	/Ozzlic/status/1216822420549619717	2020-01-13 14:40:47	"Es tan simple...
Yo no entiendo que tienen en la cabeza estos cientos de miles de desempleados que hay en Costa Rica, pasan horas de horas haciendo filas kilométricas para intentar conseguir un empleo en lugar de ponerse una empresa ellos mismos. "	0	0	1	2020-01-13	CR
70	/tusalariolatino/status/1216754024386453504	2020-01-13 10:09:00	" COSTA RICA 
Costa Rica, con el segundo puesto en #desempleo de América.
https://tusalario.org/costarica "	0	0	0	2020-01-13	CR
71	/pedroyepezc/status/1216726037918355459	2020-01-13 08:17:47	@asambleacr , desempleo, desinversión, cierre de empresas, estado grande, burocracia lenta, empresas públicas dando pérdidas, contaminación de basura en la calle. Ahí tienen problemas urgentes para la mejor Costa Rica	1	2	6	2020-01-13	CR
72	/CPuriscaleno/status/1216570298142687232	2020-01-12 21:58:56	Los de la ética mentirosa , traicionan sus principios en procura de de defender al PAC, que ha destruido a Costa Rica, que mintió  con los impuestos y mantienen la economía del país hecha pedazos y el desempleo como nunca, el pueblo toma nota.	0	0	1	2020-01-12	CR
73	/intedya/status/1216529303946416128	2020-01-12 19:16:02	Oferta de Empleo: Asistente de ventas (telemarketing) (San José - Costa Rica) http://dlvr.it/RMwNkQ pic.twitter.com/pPxbVfKQgs	0	0	0	2020-01-12	CR
74	/intedya/status/1217187269892661248	2020-01-14 14:50:34	Oferta de Empleo: Telemarketer (San José - Costa Rica) http://dlvr.it/RN2ndK pic.twitter.com/r5ozNNVDaJ	0	0	0	2020-01-14	CR
75	/aempleosonline/status/1217065511424491520	2020-01-14 06:46:44	Se requiere SUPERVISOR DE MANTENIMIENTO Y LIMPIEZA #EmpleosOnline #Empleo #Trabajo #CostaRica #SanJose http://anuncioempleosonline.blog/2020/01/14/supervisor-de-mantenimiento-y-limpieza/ …	0	0	0	2020-01-14	CR
76	/aempleosonline/status/1217063838992027648	2020-01-14 06:40:05	Se requiere AGENTE DE VENTAS MOTORIZADO #EmpleosOnline #Empleo #Trabajo #CostaRica #SanJose http://anuncioempleosonline.blog/2020/01/14/agente-de-ventas-motorizado/ …	0	0	0	2020-01-14	CR
77	/RAEinforma/status/1217012732362403840	2020-01-14 03:17:01	#RAEconsultas En algunos países de Centroamérica, como Costa Rica y Honduras, y en algunos estados mexicanos es normal el empleo de «ocupar» como transitivo con el significado de ‘necesitar’, uso que se considera vulgar en otras zonas y se desconoce en el resto.	2	0	14	2020-01-14	CR
78	/SoyJosueGaray/status/1216908853348093953	2020-01-13 20:24:14	No. @ChicaRamirezNIC no está secuestrada ni perdida. Está trabajando la tierra junto a decenas de #campesinos en la zona norte de Costa Rica. Están subsistiendo ante el desempleo y las necesidades. No tienen internet. Siempre ha condenado los asesinatos en el campo. #SOSNicaragua pic.twitter.com/kehsvauKrh	1	15	51	2020-01-13	CR
79	/SoyJosueGaray/status/1216903474518134784	2020-01-13 20:02:51	No. No está secuestrada, ni perdida. Está trabajando el campo junto a decenas de campesinas y campesinos en la zona norte de Costa Rica. Están subsistiendo ante el desempleo y las necesidades en el vecino país. No tiene ni internet. ¿Soy yo o noto algo de veneno en tu tuit?	3	8	96	2020-01-13	CR
80	/oimora/status/1216892122261073920	2020-01-13 19:17:45	Este tema de Uber en Colombia debería servirnos de escarmiento en Costa Rica. Para que arriesgar que tantas personas pierdan su fuente de empleo con la que se ayudan a salir adelante? Es hora de regular estas plataformas de transporte. https://twitter.com/WRadioColombia/status/1216867329499373569?s=19 …	0	0	3	2020-01-13	CR
81	/alsasesa/status/1217572164993519616	2020-01-15 16:20:00	Los puestos con salarios altos se ganan con trabajo, esfuerzo y lealtad a una organización,  no salen en los anuncios de empleo. La gente se queja de ganar 700 mil como  primer salario cuando probablemente el 90% de la población en Costa Rica no se gana eso...	1	0	0	2020-01-15	CR
82	/luivargas06/status/1217410466911346688	2020-01-15 05:37:28	"Las huelgas recientes en Costa Rica han desvirtuado la importancia de la misma. 

Call me facho, pero la culpa es de las personas irresponsables que dejan su empleo tirado/ bloquean calles/ paralizan el país y de Albino Vargas."	1	0	9	2020-01-15	CR
83	/leo_garrote/status/1217264277565923329	2020-01-14 19:56:34	! Costa Rica organizará el mundial de desempleo 2020¡	5	20	68	2020-01-14	CR
