	tweetUrl	time	text	replies	retweets	likes	date	iso_2
0	/MarlenySaldivar/status/1212805454918799360	2020-01-02 12:38:47	El empleo juvenil sigue siendo un desafío nacional y una de las prioridades políticas principales en la República Dominicana.  Jup pic.twitter.com/DT44j8Uonj	0	1	8	2020-01-02	DO
1	/RHASESORAT/status/1212760141386461184	2020-01-02 09:38:44	Para trabajar en Juan Dolio. Solicitamos Administrador de Condominios, experiencia en el sector turismo. #NuevaVacante #OportunidadLaboral #Turismo #Hoteleria #Administrador #Supervidor #Propiedades #JuanDolio #RepúblicaDominicana #Empleo #Jobs pic.twitter.com/Kaet6IxbTQ	0	0	0	2020-01-02	DO
2	/ReynaRodriguezA/status/1213147414158295042	2020-01-03 11:17:37	"Hoy iniciamos con el grupo: 30 días para AUMENTAR TUS POSIBILIDADES DE EMPLEO.

Ya somos más de 140 personas de seis países:

España  
México  
Colombia  
Venezuela  
Bolivia 
República Dominicana 

Aún… https://www.instagram.com/p/B63Zbucn7n2/?igshid=1krxs9vqnudvy …"	0	0	0	2020-01-03	DO
3	/imupshitscreek/status/1213330895488389120	2020-01-03 23:26:42	"—Ver a la castaña tan concentrada en la música y disfrutando del ritmo, causó una pequeña sonrisa en el rostro del dominicano.

Adoraba ver a Vanessa ser tan suelta en el baile.—

O-oh... I'll... Buscaré algún otro empleo para poder viajar a República Dominicana. Tengo tantas › https://twitter.com/thstreetdreamr/status/1213327950839517185 …"	1	0	0	2020-01-03	DO
4	/RHASESORAT/status/1213303528745295877	2020-01-03 21:37:57	Se parte de nuestro grupo a través de TELEGRAM. Por esta vía estaremos compartiendo las oportunidades de empleo que tenemos en República Dominicana. Compártelo con colegas y amigos. #Grupo #Telegram #RRSS #RepúblicaDominicana #Colegas #Amigos #Colaboradores #Oportunidades pic.twitter.com/ygX4OQthMK	0	0	0	2020-01-03	DO
5	/AhPeroMira/status/1213444019621171207	2020-01-04 06:56:13	"Saludando, busca en telegram:  Empleos en RD
Buscas trabajo, aquí compartimos oportunidades de empleo válidas en República Dominicana. Para colaborar con el grupo, escribe a @HiveEmpleosRD
https://t.me/empleosRD "	0	0	0	2020-01-04	DO
6	/ListinDiario/status/1213611149058625538	2020-01-04 18:00:20	#LaRepúblicaLD | Hace cuatro años Nersi Colmenares, decidió dejar un empleo en la televisora Venevisión, como presentadora de un programa, para salir de la crisis que afronta su país y venir a #RepúblicaDominicana para buscar una “mejoría”. #ListínDiario https://www.listindiario.com/la-republica/2020/01/04/598428/venezolana-asesinada-por-su-pareja-era-presentadora-de-tv-en-venezuela …	13	13	25	2020-01-04	DO
7	/tusalariolatino/status/1213876742965940225	2020-01-05 11:35:42	"República Dominicana y Guatemala, los que más bajaron el desempleo de la región
http://bit.ly/2ZX0Dz8 pic.twitter.com/Pp2KGoYxgS"	0	0	0	2020-01-05	DO
8	/JoseAba41119336/status/1214019632056741889	2020-01-05 21:03:30	"La República Dominicana ha tenido un crecimiento económico contínuo promedio de un 6.1% en los ultimos cinco años. Reduciendo el desempleo y aumentando calidad de vida de la gente.
#joseabadtrabaja. pic.twitter.com/Y8pQWMt1nR"	0	0	0	2020-01-05	DO
9	/RHASESORAT/status/1214136269544067072	2020-01-06 04:46:58	"Iniciamos la semana con el mejor regalo de los Reyes Magos,la diferentes oportunidades de empleo que compartimos para Venezuela y República Dominicana. No dejes pasar la oportunidad y envía el CV actualizado. 
#RegalodeReyes #OportunidadesdeEmpleo pic.twitter.com/GdaAMawEqX"	0	0	0	2020-01-06	DO
10	/rtejedaguerrero/status/1214705488044208128	2020-01-07 18:28:51	No entiendo cómo no pueden darle seguimiento a recursos adquiridos ilícitamente? ¿Es así porque es fácil hacerse millonario con un empleo del gobierno? ¿No importa el dinero que ganes en República Dominicana sabemos quién es quién? ¡Millonario de la noche ala mañana, uff! @cia pic.twitter.com/l83OLkL3oE	0	1	1	2020-01-07	DO
11	/RHASESORAT/status/1215032793698390016	2020-01-08 16:09:26	Para trabajar en Juan Dolio-República Dominicana, nos encontramos en la búsqueda de un Administrador de Condominios y Propiedades. Si te encuentras interesado en esta vacante envía el CV a rdseleccion.rhasesorate@gmail.com #Administrador #Condominios #Propiedades #Empleo pic.twitter.com/ZSwRMo6zBU	0	0	0	2020-01-08	DO
12	/ElOrigenDiario/status/1215660840919105536	2020-01-10 09:45:05	Desempleo en Estados Unidos sigue en el 3,5 % en diciembre con 145.000 nuevos puestos http://elorigendiario.com/desempleo-en-estados-unidos-sigue-en-el-35-en-diciembre-con-145-000-nuevos-puestos/ … vía @ElOrigenDiario #ElOrigenDiario #RepublicaDominicana #Africa #Asia #America #Europa #internacionales	0	0	0	2020-01-10	DO
13	/RHASESORAT/status/1216359633641791489	2020-01-12 08:01:50	Hoy domingo recargando las pilas, compartimos las oportunidades de empleo que tenemos esta semana en Caracas, Maracaibo y República Dominicana. No dejes de actualizar el CV y enviarlo a nuestros correos: seleccion@rhasesote.com.ve y rdseleccion.rhasesorate@gmail.com pic.twitter.com/YQ7xHUOY9o	0	0	0	2020-01-12	DO
14	/relatandohisto1/status/1216352877603688448	2020-01-12 07:34:59	El dictador empezó a soltar discursos de odio contra los haitianos que vivían dentro de República Dominicana, para él había muchos haitianos trabajando en el campo y eso significaba menos empleo para los campesinos dominicanos y la consiguiente impopularidad del gobierno. (Sigue) pic.twitter.com/gNrgPrBT45	1	4	28	2020-01-12	DO
15	/iguxtavo/status/1216586165219995648	2020-01-12 23:01:59	Saben, quizás no sea de su interés leer esto, pero en realidad quisiera que leyeran lo que deseo, en realidad deseo conseguir un buen empleo para poder pagar el pasaporte y conseguir la visa para ir a República Dominicana a buscar a una chica que fue mi novia y en vista.....	1	0	0	2020-01-12	DO
16	/amoreno_s/status/1216893974230786050	2020-01-13 19:25:06	"Este informe demuestra como Latinoamérica exporta gente a cambio de enviar remesas para mitigar el hambre de las familias. Después de México, Guatemala, República Dominicana, Colombia es el 4to país importador de doláres. El desempleo galopa, y Uber?
https://mundo.sputniknews.com/radio_contante_y_sonante/202001111090100551-america-latina-como-destino-de-remesas-94000-millones-de-dolares-llegaron-en-2019/ …"	0	0	0	2020-01-13	DO
17	/Josefin18410649/status/1216722641995862022	2020-01-13 08:04:18	Hola carla mira soy una venezolana como millones que esta pasando mucho trabajo aquí en republica Dominicana no tengo empleo aquí es muy difícil el trabajo solo sobre vivo y mi hijo en Venezuela necesito su ayuda tu eres una ejemplar periodista ayudame a salir de aquí por favor	0	0	0	2020-01-13	DO
18	/Josefin18410649/status/1217119348629917696	2020-01-14 10:20:40	Hola buenas tarde soy de venezuela soy emigrante si usted ayuda a las persona Ayudeme de me un empleo yo estoy en republica Dominicana y aquí lo que hago es sobre vivir y pasar mucho trabajo por favor solo quiero trabajar aquí gano 160 dólares mensuales y no me alcanza para nada	0	0	1	2020-01-14	DO
19	/recolocate/status/1217114608181354498	2020-01-14 10:01:50	Vacantes Recolocate, ESPECIALISTA DE RECURSOS HUMANOS, República Dominicana, #empleo #soluciones en Recolocate, ve más aquí, http://ow.ly/ZfnV30q7THY 	0	0	0	2020-01-14	DO
20	/ViafirmaAmerica/status/1217539477750583300	2020-01-15 14:10:06	Empleo | Tenemos una vacante de ingeniero telemático para la República Dominicana. Infórmate  #RD https://www.viafirma.do/blog/oferta-ingeniero-telematico/ …	0	0	0	2020-01-15	DO
21	/CMAASOCIADOS/status/1217532797855895553	2020-01-15 13:43:34	Los problemas sociales no han cambiado en los últimos 60  años en la República Dominicana.  Hambre; desempleo; violencia; corrupción; falta de tierras para cultivar; analfabetismo; ausencia de una política  hospitalaria; el sindicalismo ahogando el año escolar, en medio de	1	0	0	2020-01-15	DO
22	/LaBilirrubinaRD/status/1217601814431961089	2020-01-15 18:17:49	"Jornada de Empleo en San Francisco de Macorís. Detalles en nuestro portal: https://buff.ly/35Q6nfi 
#empleo #SanFranciscoDeMacoris #SFM #Serie56 #Trabajo #RD #RepublicaDominicana #Noticias #Nacional #LaBilirrubinacom pic.twitter.com/c3yv7CdvoR"	0	0	0	2020-01-15	DO
23	/pamelangeles/status/1218716216770076673	2020-01-18 20:06:03	Interesante. Debería de hacerlo aquí en República Dominicana, hay mucha necesidad y desempleo.	0	0	0	2020-01-18	DO
25	/Floridalliance/status/1219021738606047232	2020-01-19 16:20:05	Este es un ejemplo que demuestra que la  Republica Dominicana esta en el siglo 19 en lo relacionado a entender las facetas y dimensiones de la violencia contra la mujer. No hable de lo que usted no sabe. Para el bien de las mujeres víctimas de violencia busque otro empleo.	0	0	0	2020-01-19	DO
24	/RHASESORAT/status/1218866481854849024	2020-01-19 06:03:09	Una semana está por empezar y con ella compartimos nuestras oportunidades de empleo vigentes en Caracas, Maracaibo y República Dominicana. Participa enviando el CV a nuestros correos.  #VacantesActivas #CVActual #Caracas #Maracaibo #RepúblicaDominicana #Empleo #OfertaLaboral pic.twitter.com/KiickMhWSx	0	0	1	2020-01-19	DO
26	/ARTHURCONCEPCI/status/1219230050375127040	2020-01-20 06:07:50	Todos los medios de comunicación en la República Dominicana fueron y siguen siendo comprados y asignados a empresarios, políticos y allegados a los gobiernos para defender intereses específicos, decir la verdad en este país te acarrea desempleo y percecucion.	1	9	23	2020-01-20	DO
27	/OIT_AmerCentral/status/1219279040663773189	2020-01-20 09:22:31	En #Centroamérica y #RepublicaDominicana más de 11 millones de personas tienen empleo informal (no agrícola) dice Directora @carmenmorenoOIT  en foro #OIT inaugurado hoy en San José pic.twitter.com/Ny5HPtOEEg	0	2	3	2020-01-20	DO
28	/RHASESORAT/status/1220398545955696640	2020-01-23 11:31:01	"¡Solicitamos! Asistente Administrativo para trabajar en Arroyo Hondo Viejo-República Dominicana. Interesados enviar CV actualizado a rdseleccion.rhasesorate.@gmail.com #Empleo #Vacante #Secretaria #AsistenteAdministrativo
#RepúblicaDominicana #ArroyoHondoViejo #DistritoNacional pic.twitter.com/nrKLvkmT5J"	0	0	0	2020-01-23	DO
29	/AECIDRD/status/1220727886589632514	2020-01-24 09:19:42	Hoy #DíaInternacionaldelaEducación, seguimos trabajando en conjunto con @UnionEuropeaRD para aumentar el número de jóvenes y adultos con las competencias técnicas y profesionales para acceder al empleo decente, sin brechas de género en República Dominicana. #ODS4 pic.twitter.com/DaWZZN2MDQ	0	2	3	2020-01-24	DO
30	/ElQuitaTruno/status/1221206738801692672	2020-01-25 17:02:30	"Vacante para #bartender y #cajera escribir ahora al whatsapp 8098070044
#empleo #empleord #miemoleord #vacante #camarera #empleo #empleos en Capital de República Dominicana https://www.instagram.com/p/B7wqYyqnCi0/?igshid=1jm6p1h3grj2x …"	0	0	0	2020-01-25	DO
31	/RHASESORAT/status/1221149870943363073	2020-01-25 13:16:31	Compartimos las diferentes oportunidades de empleo vigentes en Santiago (República Dominicana) Actualiza tu hoja de vida y participa en los diferentes procesos de selección, envía el CV a rdseleccion.rhasesorate@gmail.com pic.twitter.com/ueJI0gPfo4	0	0	0	2020-01-25	DO
32	/rocaabreupaola/status/1222276454198673418	2020-01-28 15:53:10	"El desempleo es una de las tendencias en República Dominicana. #prensaucsd
https://ensintoniaconpaola.blogspot.com/2020/01/el-desempleo-enlos-jovenes-es-una-de.html?m=1 … pic.twitter.com/R6CjI3KPzK"	0	2	2	2020-01-28	DO
33	/Gabriel61119463/status/1222982793707380736	2020-01-30 14:39:54	El responsable de la corrupción, mafis, testaferro, narco estado, sobornos, crimen a la naturaleza, delicuencia, educacion, salud, empleo etc.. Es el jefe del Palacio Nacional. Por eso fue que es elegido como jefe o Presidente de la República Dominicana. pic.twitter.com/IIkusslcdg	0	0	1	2020-01-30	DO
34	/rumbodelatarde/status/1223365391465971713	2020-01-31 16:00:13	Andrés L. Mateo: “60 % de los jóvenes en República Dominicana no tienen empleo”. Vídeo en nuestro canal de YouTube. Enlace: http://ow.ly/E0aY30qe1gm  #Rumbodelatarde #Rumba985FM	1	2	5	2020-01-31	DO
35	/EduardoEstrella/status/1223229692989394944	2020-01-31 07:00:59	"La Ley del Primer Empleo es una de mis propuestas para representar a nuestra provincia Santiago en el Senado de la República Dominicana.

Debemos lograr que la juventud no quiera irse de nuestro país por falta de incentivo laboral.

#Eduardo2020
#EduardoSenador
#ElCambioVa pic.twitter.com/tnEAKIduYe"	0	8	23	2020-01-31	DO
37	/Joanguerrerot/status/1223777804019474433	2020-02-01 19:18:59	"Cuando en República Dominicana el ""sector magisterial"" esté totalmente desligado de la política, tendremos un mejor nivel educativo y tal vez, los índices de desarrollo humano, desigualdad social, desempleo, NINI y demás tendrían una tendencia negativa."	1	0	2	2020-02-01	DO
36	/rumbodelatarde/status/1223637259951448067	2020-02-01 10:00:31	Andrés L. Mateo: 60 % de los jóvenes en República Dominicana no tienen empleo. Vídeo en nuestro canal de YouTube. Enlace: http://ow.ly/E0aY30qe1gm  #Rumbodelatarde #Rumba985FM	1	0	3	2020-02-01	DO
38	/XMonestel/status/1224885769258577921	2020-02-04 20:41:39	"Desempleo en América Latina:
Guatemala 2,5
México 3,5
Perú 4,2
Ecuador 4,6
Honduras 5,7
República Dominicana 6,1
Paraguay 6,9
Chile 7
Panamá 7,1
Uruguay 9
Argentina 10,4
Colombia 10,8
Costa Rica 11,5
Brasil 12,2
https://revistasumma.com/el-pais-con-el-desempleo-mas-bajo-de-america-latina/ …"	0	0	1	2020-02-04	DO
39	/LunaValienteRD/status/1224810166912196609	2020-02-04 15:41:14	"#RepúblicaDominicana presenta un tasa de desempleo de 6.1% en el año 2019, una de las menores de #AméricaLatina . Por encima de países como #Chile #Panamá #CostaRica #Brasil #Argentina entre otros. 
Fuente @OITnoticias Vía @bbcmundo
@DaniloMedina @JoseRPeraltaF @BancoCentralRD pic.twitter.com/BtajDmzoHv"	5	8	14	2020-02-04	DO
40	/InvertixRD/status/1225060940040765442	2020-02-05 08:17:43	"#RD 10 consejos para trabajar desde su casa (y tener éxito)
 https://lnkd.in/eBpXygs  #FelizMiercoles #noticias #SantoDomingo #trabajo #empleo #tips #news #RepublicaDominicana #freelance pic.twitter.com/GFxkdqb6Yp"	0	0	3	2020-02-05	DO
41	/albisdelarosa/status/1225480183936954368	2020-02-06 12:03:38	Líder como dijo Leónidas esto es Esparta ( República dominicana ) desde la lógica de el tú le aseguras que el prm le va a conservar su empleo ... tu sabes que no ..	0	0	0	2020-02-06	DO
42	/Miguel_Minier1/status/1225590089717354496	2020-02-06 19:20:22	Yo NO entiendo tantos problemas que existen en Republica Dominicana, Droga, violencia, desempleo, robo, posible epidemia CORONAVIRUS, y el Pueblo haciendose eco del audio filtrado de Iris Guaba ¡Que locura!	1	0	0	2020-02-06	DO
43	/darogood/status/1226639831226294273	2020-02-09 16:51:40	Ahora en la República Dominicana se empleó la jornada de 7 hr. yo pienso que con 5 hr. diarias de educación básica es suficiente para poder dejarle la tarde y que el infante o joven se deriven por un deporte, arte, idioma u oficio técnico de su interés.	0	0	1	2020-02-09	DO
44	/harrinson205/status/1226537946721013762	2020-02-09 10:06:49	En República Dominicana se estudia para nada, para ser elegible para una visa y ir a estados unidos a lavar platos,cuidar ancianos, y demás,, solo unos pocos por conjeturas políticas logran un empleo.. y en el sector privado  si tu currículum es muy bueno ni trabajo te dan..	0	0	0	2020-02-09	DO
45	/AhPeroMira/status/1226476442558619648	2020-02-09 06:02:25	"#AhPeroMira #Telegram Oportunidades de #empleo válidas en #RepúblicaDominicana. Para colaborar con el grupo, escribe a @HiveEmpleosRD
https://t.me/empleosRD "	0	1	1	2020-02-09	DO
46	/RHASESORAT/status/1226469125867917312	2020-02-09 05:33:20	Damos inicio a la semana del Amor y la Amistad compartiendo las oportunidades de empleo en Santiago/República Dominicana. Solicitamos una Recepcionista/Cajera y una Coordinadora de Atención al Cliente. CV actualizado a nuestro correo rdseleccion.rhasesorate@gmail.com ¡Compártelo! pic.twitter.com/fs4cm6aIUX	0	0	0	2020-02-09	DO
47	/LuisAnbal11/status/1227386831806832645	2020-02-11 18:19:59	Y la gente nuestra sin trabajo, y todo gracias a que, nos han llenado el país de Venezolanos, cubanos, bolivianos, de república Dominicana, argentinos, y nosotros los Uruguayos que, para cuando el empleo para poder alimentar nuestras familias, mientras muchos olvidan sus promesas	0	0	0	2020-02-11	DO
48	/InvertixRD/status/1227977520735281154	2020-02-13 09:27:10	#RD 13/02/2020. @TSSDOM llama a empleadores a ponerse al día en los pagos al SDSS https://lnkd.in/epkbUFN  #noticias #felizjueves #RepublicaDominicana #SantoDomingo #dominicanos #empleo #trabajo #news #dominicanrepublic #puntacana pic.twitter.com/8Rjtgkl8l8	0	0	2	2020-02-13	DO
49	/andreacolman_15/status/1228663722656378880	2020-02-15 06:53:53	Concuerdo con vos pero si no sabes el transfondo  mi primer empleo fue en la embajada de la República Dominicana como recepcionista después trabajé en el word trade Center	0	0	0	2020-02-15	DO
51	/Brailinplacenc1/status/1229483254161514498	2020-02-17 13:10:25	Jóvenes les invito a formar parte de un cambio queremos una sociedad sin corrupcion. Con más empleo,crecimiento, te invito a que el 15 de marzo votes  para que los corruptos aprendan que con un país no se puede jugar  #RepublicaDominicana #prm #jlap #15demarzo	0	0	1	2020-02-17	DO
50	/RHASESORAT/status/1229569576616239106	2020-02-17 18:53:26	"Nuestra semana llega llena de Oportunidades Vacantes en Caracas, Maracaibo y República Dominicana envía Cv actualizado a nuestro correo.Venezuela seleccion.rhasesorate@gmail.com 
RD
rdseleccion.rhasesorate@gmail.com
#Empleo #VacantesenMararacaibo #VacantesCaracas #VacanteSantiago pic.twitter.com/WHGMXaaWmz"	0	0	0	2020-02-17	DO
52	/CristoRaulin/status/1230134846044938245	2020-02-19 08:19:36	"En República Dominicana, ser opositor del gobierno, es la oportunidad de conseguir empleo.
Cada opositor tiene un precio, y su bla, bla,culmina cuando el hombre del maletín, decide ponerle precio, a su comentarios.
Opositor es sinónimo de necesidades y oportunidad de vivir mejor"	0	0	0	2020-02-19	DO
53	/eduaredsox/status/1230316341892206594	2020-02-19 20:20:48	"Si la clase media y la juventud se rebelan, el gobierno tiembla, ellos no protestan por un empleo,una ""botella""o un bono gas/bono luz. Este grupo lucha por el respeto a sus derechos y el futuro de República Dominicana.. (1)"	1	0	3	2020-02-19	DO
54	/micohugo/status/1230839786472136705	2020-02-21 07:00:47	Los formuladores de políticas de #Centroamérica y #RepúblicaDominicana están en #ElSalvador en la reunión de Gobernadores de @el_BID. Vulnerabilidad social, #empleo y #políticafiscal como agentes de cambio marcan la agenda. pic.twitter.com/6PlZrKUah4	0	3	7	2020-02-21	DO
55	/rijo76/status/1231006428137246722	2020-02-21 18:02:58	Sergio hermano cuántas fuentes de empleo no se pueden crear en la República Dominicana en las provincias más necesitadas de empleo cuántos hospitales no se pueden arreglar.	0	0	0	2020-02-21	DO
56	/_marialola_/status/1230854046858326017	2020-02-21 07:57:27	Soy ciudadana Estadounidense pero me crié, estudié y viví en República Dominicana hasta mis 25 años; allá tuve mi primer empleo, allá conocí mis mejores amigos para toda la vida, allá sigue mi familia...	1	0	1	2020-02-21	DO
57	/jrgg12/status/1230904987812757505	2020-02-21 11:19:52	En reunión de Gobernadores de #Centroamérica y #RepúblicaDominicana de @el_BID en  #ElSalvador temas empleo de calidad, estado de la región, pensiones sostenibles, muy constructiva y positiva las jornadas. Listo para trabajar y potenciar agenda con Costa Rica  pic.twitter.com/mcqIJIXEsO	2	3	32	2020-02-21	DO
58	/Laura_Ripani/status/1230961567518339074	2020-02-21 15:04:42	Excelente! Muy importante el trabajo que se puede hacer en Centroamerica y Republica Dominicana en terminos de empleo. Gracias @Carmen_pages por representarnos tan bien. https://twitter.com/BID_Trabajo/status/1230943881920991232 …	0	0	12	2020-02-21	DO
59	/pausiniannerys/status/1230979687637233665	2020-02-21 16:16:42	"Ojala haya un cartel que diga "" Protesto porque estoy jarta de que para conseguir empleo haya que tener una cuña en el gobierno o tener 84 años de experencia laboral y si estas buscando tu primer empleo te jodiste"".

#RDdespierta #RDprotesta #RepublicaDominicana"	0	0	1	2020-02-21	DO
60	/npayano23/status/1231310287824965632	2020-02-22 14:10:23	Buenas tardes, ya la juventud salió a la calle, no tienen empleo, no tienen hijos que lo esperen, Duarte Sanche y mella tenian menos de 30 años cuando liberaron a la REPÚBLICA DOMINICANA, faltan más militares que se unan por una patria libre, solo los perdedores se quedan	0	0	0	2020-02-22	DO
61	/EsquinaRD/status/1231263840874065920	2020-02-22 11:05:50	"Todo nuestro apoyo para elministro014 

Gracias a @RicardoRipoll por difundir y el que pueda ayudar a un empleo digno le puede escribir . #RD
#marchard #plazadelabandera #elministro #RepúblicaDominicana en Plaza… https://www.instagram.com/p/B84HqIHgjkY/?igshid=w9je1ip2laqr …"	0	0	0	2020-02-22	DO
62	/WilkinsRamirez7/status/1231434207446040576	2020-02-22 22:22:48	El mejor gobierno que a tenido nuestra amada  República Dominicana, Siempre al lado de lo pobre, por eso seguimos con #Gonzalo Castillo próximo presidente, con más visita sorpresa, más empleo, mas seguridad vial, mas 911, mas hospitales, mas tarjeta solidaridad,energía y minas. pic.twitter.com/spTWJeeXll	1	0	0	2020-02-22	DO
63	/VBotar/status/1231409759850520576	2020-02-22 20:45:39	Los impuestos lo pagamos los que consumimos sus productos, pagan poco o nada porque siempre reinvierten  las ganancias para compararlos, cierto es que crean empleo pero fíjate que el mayor comercio en la República Dominicana es informal.	1	3	9	2020-02-22	DO
70	/YAKA63310990/status/1231688837786742786	2020-02-23 15:14:37	En la republica Dominicana no hay crisis bancaria, no hay desempleo, Hay hospitales, comemos a diario y asi sucesibamente por lo que las cacerolas vacias no funcionan porque el pais esta funcionando las cacerolas vacias tienen que mandarlas a venezuela y otros	0	0	0	2020-02-23	DO
69	/AhlySchiller/status/1231671144891211778	2020-02-23 14:04:18	Republica Dominicana un pais pobre y tercer mundista tiene registrado 27 Partidos politicos ! Que reciben dinero del presupuesto Nacional para hacer politica! Por Dios! y no tenemos  pleno empleo, seguridad social real, o seguridad ciudadana. Porque ? Es un ROBO a los ciudadanos pic.twitter.com/kGzMX3vHcm	0	0	0	2020-02-23	DO
68	/AhlySchiller/status/1231670233783578628	2020-02-23 14:00:41	Republica Dominicana un pais pobre y tercer mundista tiene registrado 27 Partidos politicos ! Que reciben dinero del presupuesto Nacional para hacer politica! Por Dios! y no tenemos  pleno empleo, seguridad social real, o seguridad ciudadana. Porque ? Es un ROBO a los ciudadanos. pic.twitter.com/4p0Otc2y4B	0	0	0	2020-02-23	DO
