,date,favorite_count,id_str,retweet_count,text
0,2020-07-20,0.0,1.2851828306544271e+18,0.0,"Indigna que tiraron a la basura 14 años de gobierno pudiendo hacer de  Bolivia un país de oportunidades, con más empleo, más salud, mejor educación pero nooo prefirieron hacer elefantes blancos  ahora quieren volver eso realmente indigna señora @soniabrito07 https://t.co/dMSAHbklHJ"
1,2020-07-20,0.0,1.2851733538217452e+18,0.0,"@lemavirginio @SDoriaMedina Estamos al borde de una crisis sanitaria y económica sin precedentes en Bolivia, porque insistimos en los bonos, en que el Estado genere empleo, en vez de darle todas las herramientas al privado para que sean ellos quienes generen empleo real y de calidad, basta de mas ESTADO."
2,2020-07-20,0.0,1.2850633628717998e+18,0.0,"@JeanineAnez Sra. Presidenta ud mejor que nadie sabe que esas muletillas después cobraran um alto precio, la gran impotencia es no poder generar empleo, bolivia ya murió civil, profesional, política y militarmente
Solo los políticos que tienen buen sueldo podrán seguir."
3,2020-07-19,1.0,1.2850254504991498e+18,1.0,"Plan masivo de generación de empleo creó 18.000 fuentes laborales hasta el momento
Lea la nota 👉 https://t.co/wHod7Wt11w https://t.co/9G8Wjl1MrY"
4,2020-07-19,2.0,1.2850230764015247e+18,3.0,"🔊| El candidato a vicepresidente, @SDoriaMedina recomienda comprarse autos en la pandemia.

¿Sabrá Doria Medina que aumentó el desempleo y la pobreza? ¿Contará la población boliviana con el dinero para comprarse un auto? 

#Bolivia #19Julio 👇🏽🇧🇴🎞 https://t.co/x99aYUwwUW"
5,2020-07-19,0.0,1.2850173734441329e+18,0.0,"@JeanineAnez @TSEBolivia Y tiene solucion para los q marchan en lpz xq no tienen para llevar un pan a su familia ????
Podria decir  cual sera la tasa de desempleo q habra y hay  n bolivia  cuantos negocios   cerraron 
Y hasta ahora no se ve una prueba  de lo q prometio con la mano n la biblia"
6,2020-07-19,0.0,1.2849531836311552e+18,0.0,"#ObrasInforma | Decreto Supremo Nº 4272 ""Plan Nacional de Reactivación del Empleo"". Beneficios del Fondo de Garantía para el Crédito de Vivienda Social y Solidaria (FOGAVISS). 

#CoronavirusenBolivia
#TeCuidoMeCuidas
#SolidaridadEnLaAdversidad
#BoliviaSegura https://t.co/YOxGDsdm37"
7,2020-07-19,0.0,1.2849489115479163e+18,1.0,"#ObrasInforma | Decreto Supremo Nº 4272 ""Plan Nacional de Reactivación del Empleo"". Fondo de Garantía para el Crédito de Vivienda Social y Solidaria (FOGAVISS).

#CoronavirusenBolivia
#TeCuidoMeCuidas
#SolidaridadEnLaAdversidad
#BoliviaSegura https://t.co/GdejRS4NM0"
8,2020-07-19,0.0,1.2849422262594232e+18,0.0,@D0nMach0 @petrogustavo Para los que hablan bueno es la izquierda en bolivia de Evo Morales que bajo los índices de pobreza  y desempleo lo mismo paso con Cristina Fernández de Kirchner Lula da Silva países que en esos momentos hasta que llegó la derecha de Bolsonaro Añes
9,2020-07-19,9.0,1.284874190080934e+18,3.0,"#Ultimo Ministro Arias sobre el Programa Intensivo de Empleo (PIE): ""Este programa no es condicionado. Antes, Evo Morales decía que entre más concejales de su partido había en un municipio, más recursos se le daba (...) Ahora ya no hay ese criterio"". https://t.co/gaZX9wzuNg"
10,2020-07-19,4.0,1.284730501199274e+18,2.0,"@AlbertoZevallo5 @cohe_sonia Debería preocuparnos aparte del problema sanitario y económico, el tema de las elecciones, particularmente tengo mis reservas en cuanto al empleo del voto electronico...los malos ejemplos de Venezuela y Bolivia están  la vista.."
11,2020-07-18,0.0,1.2846713493367398e+18,0.0,"#TierraPlus El Covid-19 deja sin empleo a 41 millones de personas en América Latina, en #Bolivia 1 millón están riesgo https://t.co/7LjkVK9vk0"
12,2020-07-18,2.0,1.2846519600844431e+18,0.0,"Gobierno pone en marcha el Plan Empleo en las provincias del norte integrado cruceño
Lea la nota 👉 https://t.co/ZxamnJj5Ta https://t.co/It69iqAEV2"
13,2020-07-18,0.0,1.2846515372860047e+18,0.0,"El Covid-19 deja sin empleo a 41 millones de personas en América Latina, en Bolivia 1 millón están riesgo https://t.co/CNTXeOV5ub"
14,2020-07-18,0.0,1.2845851365044183e+18,0.0,"@whoisjef1 @Samurai16157668 @dcabellor Ustedes los Escualidos sin la peor clase de seguidores siguen a quienes te prometen construir el cielo en la tierra construyendo muchas empresas para generar empleo (En verdad crean la Mayor, LLAMADA EXTREMA POBREZA Ej.Bolivia Ecuador)."
15,2020-07-18,10.0,1.2845018832400343e+18,3.0,"@PabloEArceV Piensa que no son ni el 3%, en el Estado Plurinacional de Bolivia habrá espacio para todos, eso es lo que nos diferencia de los Pititas, queremos un gobierno incluyente con el MAS habrá empleo, economía y techo para todos, para todos 😌"
16,2020-07-18,28.0,1.2844407794449572e+18,46.0,"La Asamblea Permanente de #DDHH de #ElAlto, #Bolivia🇧🇴, informó que en horas de la madrugada de este viernes la Policía realizó un operativo con el empleo de gases lacrimógenos en el ingreso del #BotaderoDeVillaIngenio

https://t.co/tDeXtHai3B"
17,2020-07-17,16.0,1.2843048839406838e+18,26.0,"La Asamblea Permanente de #DDHH de #ElAlto, #Bolivia🇧🇴, informó que en horas de la madrugada de este viernes la Policía realizó un operativo con el empleo de gases lacrimógenos en el ingreso del #BotaderoDeVillaIngenio

https://t.co/tDeXtGSGF1"
18,2020-07-17,0.0,1.2842924656468705e+18,0.0,@EvaDelCh1 @saguifeifa Interesante q en nuestro país el incremento del desempleo por la pandemia fue del 60% mientras q en Bolivia fue del 68% y EEUU fue del 380% 😱
19,2020-07-17,20.0,1.2842546819219866e+18,35.0,"La Asamblea Permanente de #DDHH de #ElAlto, #Bolivia🇧🇴, informó que en horas de la madrugada de este viernes la Policía realizó un operativo con el empleo de gases lacrimógenos en el ingreso del #BotaderoDeVillaIngenio

https://t.co/AP2v7B7lZG"
20,2020-07-17,0.0,1.2842450091059937e+18,0.0,"Gobierno y profesionales de Santa Cruz firman acuerdo para generar empleos: El viceministro de Empleo, Servicio Civil y Cooperativas, Álvaro Tejerina, firmó el viernes acuerdos con el Colegio de Auditores o Contadores Públicos… https://t.co/Yqtd7n2sRz #Bolivia #FmBolivia #Ultimo https://t.co/eLH5pU2CwL"
21,2020-07-17,0.0,1.284201202708865e+18,0.0,"#BOLIVIA 🇧🇴

El Gobierno y Cadecocruz impulsarán el plan de empleo 

https://t.co/iSvArO09WZ https://t.co/sguJBfs8pk"
22,2020-07-17,0.0,1.284174428604113e+18,0.0,"@carlosdmesag 1) deberia darse, 2) lamentablemente no existe un medicamento q sea eficaz para tratar el covid, solamente un medico debe recetarlo los q estan de prueba. 3) el bono se da aca en Canada, si tienes covid o perdiste empleo a causa de el, no se q tan factible es en Bolivia."
23,2020-07-17,0.0,1.2841649518384701e+18,0.0,"#Último | El presidente del Colegio de Auditores de #SantaCruz, Miguel Ángel Sorich, informa del convenio que firmaron con el Gobierno para abrir una bolsa de trabajo e impulsar la reactivación del empleo.
Vía: @abi_bolivia https://t.co/GnbC8XNwbF"
24,2020-07-17,2.0,1.284160889864835e+18,0.0,"#Ultimo El presidente del Colegio de Auditores de #SantaCruz, Miguel Ángel Sorich, informa del convenio que firmaron con el Gobierno para abrir una bolsa de trabajo e impulsar la reactivación del empleo. https://t.co/x3BgsCNB6r"
25,2020-07-17,1.0,1.2840898341104108e+18,0.0,"Expertos git deploy - BOLIVIA. Informático con experiencia en elaboración de documentación técnica y deploy de software
Empleos y Trabajo &gt; Ofertas de Empleo ó Trabajo - Todo el País. +Info: --&gt; https://t.co/hAP13CMReW https://t.co/1MVgEb7sS3"
26,2020-07-16,1.0,1.2839464091887043e+18,0.0,Añez lanza crédito con interés del 3% para promover el consumo y crear empleo https://t.co/6tv2RwEQWk https://t.co/5vyrfo4jKM
27,2020-07-16,0.0,1.2839390231411794e+18,0.0,"Buenas noches.
#Mañana_estaremos_suscribiendo_Acuerdos_operativos_con:
- CAUCRUZ Y FEDERACION DE PROFESIONALES  A LAS 10AM
- SOCIEDAD DE INGENIERO DE BOLIVIA DEPARTAMENTAL SANTA CRUZ 12AM
#Estamos_Implementando_el Programa de Apoyo al empleo. https://t.co/pdaxdVfoYo"
28,2020-07-16,0.0,1.2839165768115569e+18,0.0,Añez lanza crédito con interés del 3% para promover el consumo y crear empleo https://t.co/CaFDmmSWd2
29,2020-07-16,0.0,1.2839062033750958e+18,0.0,@JeanineAnez A eso lo llaman beneficiarios después d tanto desastre el 11% d interes es ayuda en fin q creen q en toda Bolivia solo viven los q tiene casa o los q tienen plata y q di en d l gente pobre a no tiene ni casa nada pero aún así están en deuda y otros sin empleo
30,2020-07-16,0.0,1.283899863873323e+18,0.0,"@IsamarApruebo Ese es Chile!! Todavía se ocupan .
Entre Perú , Bolivia ; Chile no es muy distinto..Pobre , mala educación, mala salud , mal transporte público, desempleo estructural , sin valor agregado a sus recursos naturales, somos iguales.."
31,2020-07-16,2.0,1.2838847895363625e+18,0.0,"Constructores y Gobierno firman acuerdo para impulsar Plan de Empleo. https://t.co/9XiLxTMDUB
#Money #Bolivia #Economía https://t.co/KUB0jDCaC5"
32,2020-07-16,1.0,1.2838639786916987e+18,3.0,"#CEPAL ha pronosticado una contracción del 5.2% en el Producto Interno Bruto (PIB) de #Bolivia. #Brasil sufrirá la peor caída, con 9.2%.
https://t.co/5KCv9hJOUW"
33,2020-07-16,0.0,1.2838567236908933e+18,0.0,"La presidenta @JeanineAnez explicó que el crédito busca ""mover la economía y crear empleo"". https://t.co/NbhDuPxVIU"
34,2020-07-16,5.0,1.2838530013089997e+18,0.0,"Presidenta @JeanineAnez destaca el desprendimiento de la Cainco por sumarse al Plan de Empleo
Lea la nota 👉 https://t.co/2qMUITtulQ https://t.co/te5cqSpoxD"
35,2020-07-16,0.0,1.2838471247451791e+18,0.0,@poser_queen @laraccoltaa Ven a Bolivia pel0tudit0 primero de un sopapo te envuelvo tu moco como chalina y luego te doy empleo en una empresa. Asi ganas mas que en tu pobre país.
36,2020-07-16,2.0,1.2838412885304689e+18,1.0,@evoespueblo Mientras que en Europa hay una oleada de nacionalizaciones para salvar el empleo y la economia en bolivia quieren privatizar y dejar en ruinas las empresas de todos los bolivianos
37,2020-07-16,1.0,1.2838393490214625e+18,0.0,"Retiros por desempleo de fondos de pensiones en México suben a máximo histórico en junio. https://t.co/VoK6q0gtvx
#Money #Bolivia #Internacional https://t.co/Cmr28jzGLs"
38,2020-07-16,1.0,1.2838280182977536e+18,0.0,"Gobierno firma convenio con el sector de la construcción de Santa Cruz para generar empleos: El ministro de Trabajo, Empleo y Previsión Social, Óscar Mercado, y el presidente de la Cámara de la Construcción de Santa Cruz… https://t.co/Ssppmudf3v #Bolivia #FmBolivia #Ultimo https://t.co/Ddeaujq9p3"
39,2020-07-16,0.0,1.2838239844132946e+18,0.0,"Plan intensivo del Gobierno generará más de 750 empleos directos en Sucre: El Plan Intensivo de Empleo, lanzado por la presidenta Jeanine Áñez, se traducirá en una inversión de 11,4 millones de bolivianos para generar más de… https://t.co/srgnYJSz11 #Bolivia #FmBolivia #Ultimo https://t.co/oLYvO7LfMA"
40,2020-07-16,14.0,1.2838039595604746e+18,3.0,"DINERO. El Ministerio de Trabajo y Cadecocruz sellaron una alianza que será el inicio de 11.000 oportunidades laborales para un periodo que abarca entre tres y seis meses. #Bolivia 

https://t.co/NSF7lbeq5r"
41,2020-07-16,0.0,1.2837991384722063e+18,0.0,"@az_lizarraga Lo que no estás viendo es que ambos gobiernos utilizaron al estado , que ganaba del petróleo y gas, para mediante obras públicas y empresas estatales dar empleo. Lo cual en Bolivia pudo ser financiado por reservas y deuda ya que como te dije somos una economía pequeña"
42,2020-07-16,1.0,1.2837706823383122e+18,0.0,"Covid-19 deja sin trabajo a 122.000 personas en Bolivia y el desempleo sube al 8,1%.
https://t.co/kOchM8qDS2
#Money #Bolivia #Economía https://t.co/rNPm7lbCUE"
43,2020-07-16,0.0,1.2837640613275648e+18,0.0,"#Ultimo El Ministerio de Trabajo y la Cámara de la Construcción de #SantaCruz (Cadecocruz) firman un convenio para la generación de empleos, en el marco del Plan de Empleo impulsado por el Gobierno. https://t.co/I90sstwOfr"
44,2020-07-16,2.0,1.28376351191142e+18,1.0,Programa Intensivo de Empleo inicia con 76 proyectos en 15 ciudades del país Noticias y Datos de Tarija - Bolivia - Tarija200 https://t.co/aNvEry6XSo #Economía #Bolivia #GobiernoNacional #Tarija
45,2020-07-16,0.0,1.2837634337422582e+18,0.0,"Programa Intensivo de Empleo inicia con 76 proyectos en 15 ciudades del país Noticias del Chaco, Tarija, Santa Cruz y Bolivia| Reporte Chaco https://t.co/XZrRPzItHJ #Economía #Bolivia #GobiernoNacional #Chaco"
46,2020-07-16,1.0,1.2837477898691256e+18,0.0,Gobierno lanza el Programa Intensivo de Empleo con una inversión de Bs 100 millones Noticias y Datos de Tarija - Bolivia - Tarija200 https://t.co/yUrYeOevoW #Economía #Bolivia #COVID19 #CoronavirusenBolivia #Tarija
47,2020-07-16,0.0,1.2837477039068078e+18,0.0,"Covid-19 deja sin trabajo a 122.000 personas en Bolivia y el desempleo sube al 8,1% | EL DEBER https://t.co/7CtRAeOxmM"
