,date,favorite_count,id_str,retweet_count,text
0,2020-07-20,0.0,1.2852068877561897e+18,0.0,"PERU: Necesitamos una revolucion capitalista o un gobierno d derecha el 2021?

Ni uno ni otro. Fracaso ya la clase capitalista desde R.Castilla y el 77% dl pais quiere q Estado genere empleo. O sea adios Modelo economico actual d Carta d 1993.

https://t.co/H6GWYtYKWu"
1,2020-07-20,0.0,1.2852064074580296e+18,0.0,"PERU: 77% quiere q Estado genere empleo no la empresa privada como anuncia Cateriano.

Los casi $ 2,000 millons d Arranca Peru solo dara 1 millon d empleos d los 4 millons q perdimos por covid 19. Vizcarra tiene aun $ 13 mil millons mas para obras?

https://t.co/ks6mdA3SZB"
2,2020-07-20,8.0,1.285204898838184e+18,7.0,"La clase media es la más afectada con la crisis económica en el Perú. El 7% volverá a ser POBRE debido a la falta de empleo y la reducción de sus ingresos.
vía @Gestionpe 
https://t.co/WzW3rNMECI"
3,2020-07-20,1.0,1.2851856217624166e+18,0.0,"Minería en Perú recupera niveles de producción y generación de empleo
Lee la nota completa aquí ► https://t.co/1NqAj1uoWP https://t.co/9E8dZiifM7"
4,2020-07-20,0.0,1.2851795015305462e+18,0.0,"@dibujome #RAEconsultas Es válido el empleo de ambas variantes en cualquier registro. En el conjunto del dominio hispanohablante sigue siendo mayoritaria la grafía etimológica «septiembre»; no obstante, hay países, por ejemplo Perú, donde se prefiere «setiembre»."
5,2020-07-20,0.0,1.2851672688681165e+18,0.0,EL PROFUGO CONDENADO FUJIMORI CONOCIÓ MUY BIEN LA IDIOSINCRASIA DEL PERUANO Y LA EMPLEÓ PARA INSTAURAR SU RED DE KORRUPCION KRIMINAL Y AFIANZARSE EN EL PODER. DEL CLIENTELISMO Y EL ASISTENCIALISMO HIZO SU MODUS OPERANDI. PARA EL 2021 LE QUEDA AL PERÚ🇵🇪 ENTERRARLO PARA SIEMPRE https://t.co/U3RjCc4zHR https://t.co/7k9iG7oku2
6,2020-07-20,0.0,1.2851528659678454e+18,0.0,😎 Se la coge cuando va a la entrevista de empleo 👉 https://t.co/oM4fkN7WBF 👈  #peru #pornoperuano 🙌
7,2020-07-20,0.0,1.2851501773392814e+18,0.0,@JavierBedoyadeV @PCaterianoB La pregunta es: hay tiempo para ensayo y error🤔 ?. Con tanto desempleo y falta de fuertes leyes laborares 🙄. No seria bueno ver como son las leyes laborales en la UE y se ahorran en quemar cerebro DIGO NO MAS! @MTPE_Peru
8,2020-07-20,0.0,1.2850847468218941e+18,0.0,"@Jamyr0 @VascoDelgado01 @ToniAlvaL El apoyo a las empresas mediante Reactiva Perú y otros, tuvo como finalidad preservar la cadena de pagos y el empleo. La demora en la implementación y lo prolongado de la cuarentena, no a conseguido el impacto esperado. Buena idea, pero mal llevada a la práctica."
9,2020-07-20,0.0,1.2850832058849567e+18,0.0,"Ya el Perú está caído: coronavirus, desempleo, más pobreza y hambre. A pesar de todo esta tragedia, en la cuarentena han violado a 400 menores de edad. El Señor nos mandará algo peor que el COVID-19 hasta que tomemos conciencia que hay que abandonar la maldad. https://t.co/bAhZXFUhod"
10,2020-07-19,0.0,1.2850180977584128e+18,0.0,"@jfowks @MTC_GobPeru @MEF_Peru @PCaterianoB @Minsa_Peru Tranquilidad será, que ahora los vuelos están vacíos? Y los que cuestionaban todos los intentos de reactivar la economía por la minería, por el delivery y centros comerciales, que dirán cuando, en agosto y segundo semestre, no haya ventas y el desempleo cunda, que dirán?"
11,2020-07-19,0.0,1.2850102407448945e+18,0.0,"@adornimisionero @alferdezspolpot @MPubertarioA Pero en qué país no paso eso? Acá el desempleo aumentaría al 13%, en Chile sería 14%, Perú 16%, en Usa paso de 3,5% a 21%, perdieron 40 millones y recuperaron 8, y sin cuarentena ni nada eh"
